"X--Kurve 1::[-I(L1:2), ll1 inductance=0 | I(TK1)]","Y--Kurve 1::[-I(L1:2), ll1 inductance=0 | I(TK1)]",,"X--Kurve 2::[-I(L1:2), ll1 inductance=0.000125 | I(TK1)]","Y--Kurve 2::[-I(L1:2), ll1 inductance=0.000125 | I(TK1)]",,"X--Kurve 3::[-I(L1:2), ll1 inductance=0.00025 | I(TK1)]","Y--Kurve 3::[-I(L1:2), ll1 inductance=0.00025 | I(TK1)]",,"X--Kurve 4::[-I(L1:2), ll1 inductance=0.000375 | I(TK1)]","Y--Kurve 4::[-I(L1:2), ll1 inductance=0.000375 | I(TK1)]",,"X--Kurve 5::[-I(L1:2), ll1 inductance=0.0005 | I(TK1)]","Y--Kurve 5::[-I(L1:2), ll1 inductance=0.0005 | I(TK1)]"
0.0001203,0.772426,,0.0001203,0.757835,,0.0001203,0.758003,,0.0001203,0.758065,,0.0001203,0.758097
0.0001207,0.772598,,0.0001207,0.75784,,0.0001207,0.758006,,0.0001207,0.758067,,0.0001207,0.758098
0.0001215,0.772944,,0.0001215,0.757852,,0.0001215,0.758011,,0.0001215,0.75807,,0.0001215,0.758101
0.0001225,0.77338,,0.0001225,0.757866,,0.0001225,0.758018,,0.0001225,0.758075,,0.0001225,0.758104
0.0001235,0.773819,,0.0001235,0.757881,,0.0001235,0.758026,,0.0001235,0.75808,,0.0001235,0.758108
0.0001245,0.774262,,0.0001245,0.757897,,0.0001245,0.758033,,0.0001245,0.758085,,0.0001245,0.758112
0.000125,0.774484,,0.000125,0.757905,,0.000125,0.758037,,0.000125,0.758088,,0.000125,0.758114
0.0001251,0.774529,,0.0001251,0.757907,,0.0001251,0.758038,,0.0001251,0.758088,,0.0001251,0.758114
0.0001253,0.774618,,0.0001253,0.757911,,0.0001253,0.75804,,0.0001253,0.758089,,0.0001253,0.758115
0.0001257,0.774797,,0.0001257,0.757917,,0.0001257,0.758043,,0.0001257,0.758091,,0.0001257,0.758117
0.0001265,0.775157,,0.0001265,0.757931,,0.0001265,0.75805,,0.0001265,0.758096,,0.0001265,0.75812
0.0001275,0.77561,,0.0001275,0.757949,,0.0001275,0.758059,,0.0001275,0.758102,,0.0001275,0.758124
0.0001285,0.776066,,0.0001285,0.757968,,0.0001285,0.758068,,0.0001285,0.758108,,0.0001285,0.758129
0.0001295,0.776525,,0.0001295,0.757987,,0.0001295,0.758077,,0.0001295,0.758114,,0.0001295,0.758134
0.00013,0.776756,,0.00013,0.757997,,0.00013,0.758082,,0.00013,0.758117,,0.00013,0.758136
0.0001301,0.776802,,0.0001301,0.757999,,0.0001301,0.758083,,0.0001301,0.758118,,0.0001301,0.758136
0.0001303,0.776895,,0.0001303,0.758003,,0.0001303,0.758085,,0.0001303,0.758119,,0.0001303,0.758137
0.0001307,0.777078,,0.0001307,0.758012,,0.0001307,0.758089,,0.0001307,0.758122,,0.0001307,0.758139
0.0001315,0.777443,,0.0001315,0.758028,,0.0001315,0.758098,,0.0001315,0.758127,,0.0001315,0.758144
0.0001325,0.777894,,0.0001325,0.75805,,0.0001325,0.758108,,0.0001325,0.758134,,0.0001325,0.758149
0.0001335,0.77834,,0.0001335,0.758072,,0.0001335,0.758119,,0.0001335,0.758142,,0.0001335,0.758154
0.0001345,0.77878,,0.0001345,0.758096,,0.0001345,0.758131,,0.0001345,0.758149,,0.0001345,0.75816
0.000135,0.778998,,0.000135,0.758107,,0.000135,0.758137,,0.000135,0.758153,,0.000135,0.758163
0.0001351,0.779041,,0.0001351,0.75811,,0.0001351,0.758138,,0.0001351,0.758154,,0.0001351,0.758163
0.0001353,0.779128,,0.0001353,0.758115,,0.0001353,0.75814,,0.0001353,0.758155,,0.0001353,0.758165
0.0001357,0.779301,,0.0001357,0.758124,,0.0001357,0.758145,,0.0001357,0.758159,,0.0001357,0.758167
0.0001365,0.779644,,0.0001365,0.758144,,0.0001365,0.758155,,0.0001365,0.758165,,0.0001365,0.758172
0.0001375,0.780068,,0.0001375,0.758169,,0.0001375,0.758167,,0.0001375,0.758173,,0.0001375,0.758178
0.0001385,0.780487,,0.0001385,0.758196,,0.0001385,0.75818,,0.0001385,0.758182,,0.0001385,0.758184
0.0001395,0.780901,,0.0001395,0.758222,,0.0001395,0.758193,,0.0001395,0.758191,,0.0001395,0.758191
0.00014,0.781106,,0.00014,0.758236,,0.00014,0.7582,,0.00014,0.758195,,0.00014,0.758194
0.0001401,0.781147,,0.0001401,0.758239,,0.0001401,0.758201,,0.0001401,0.758196,,0.0001401,0.758195
0.0001403,0.781228,,0.0001403,0.758244,,0.0001403,0.758204,,0.0001403,0.758198,,0.0001403,0.758196
0.0001407,0.781391,,0.0001407,0.758256,,0.0001407,0.75821,,0.0001407,0.758202,,0.0001407,0.758199
0.0001415,0.781714,,0.0001415,0.758278,,0.0001415,0.758221,,0.0001415,0.758209,,0.0001415,0.758205
0.0001425,0.782113,,0.0001425,0.758307,,0.0001425,0.758235,,0.0001425,0.758219,,0.0001425,0.758212
0.0001435,0.782508,,0.0001435,0.758337,,0.0001435,0.75825,,0.0001435,0.758229,,0.0001435,0.758219
0.0001445,0.782898,,0.0001445,0.758368,,0.0001445,0.758265,,0.0001445,0.758239,,0.0001445,0.758227
0.000145,0.783091,,0.000145,0.758383,,0.000145,0.758273,,0.000145,0.758244,,0.000145,0.758231
0.0001451,0.78313,,0.0001451,0.758387,,0.0001451,0.758275,,0.0001451,0.758245,,0.0001451,0.758232
0.0001453,0.783207,,0.0001453,0.758393,,0.0001453,0.758278,,0.0001453,0.758247,,0.0001453,0.758233
0.0001457,0.78336,,0.0001457,0.758406,,0.0001457,0.758284,,0.0001457,0.758251,,0.0001457,0.758236
0.0001465,0.783665,,0.0001465,0.758431,,0.0001465,0.758297,,0.0001465,0.75826,,0.0001465,0.758243
0.0001475,0.784042,,0.0001475,0.758464,,0.0001475,0.758313,,0.0001475,0.758271,,0.0001475,0.758251
0.0001485,0.784414,,0.0001485,0.758498,,0.0001485,0.75833,,0.0001485,0.758282,,0.0001485,0.758259
0.0001495,0.784782,,0.0001495,0.758532,,0.0001495,0.758347,,0.0001495,0.758293,,0.0001495,0.758268
0.00015,0.784965,,0.00015,0.758549,,0.00015,0.758356,,0.00015,0.758299,,0.00015,0.758272
0.0001501,0.785001,,0.0001501,0.758553,,0.0001501,0.758358,,0.0001501,0.7583,,0.0001501,0.758273
0.0001503,0.785074,,0.0001503,0.75856,,0.0001503,0.758361,,0.0001503,0.758302,,0.0001503,0.758275
0.0001507,0.785218,,0.0001507,0.758574,,0.0001507,0.758368,,0.0001507,0.758307,,0.0001507,0.758278
0.0001515,0.785501,,0.0001515,0.758603,,0.0001515,0.758383,,0.0001515,0.758317,,0.0001515,0.758285
0.0001525,0.785849,,0.0001525,0.75864,,0.0001525,0.758401,,0.0001525,0.758329,,0.0001525,0.758294
0.0001535,0.786188,,0.0001535,0.758677,,0.0001535,0.758419,,0.0001535,0.758341,,0.0001535,0.758304
0.0001545,0.786518,,0.0001545,0.758715,,0.0001545,0.758439,,0.0001545,0.758354,,0.0001545,0.758313
0.000155,0.786681,,0.000155,0.758734,,0.000155,0.758448,,0.000155,0.75836,,0.000155,0.758318
0.0001551,0.786713,,0.0001551,0.758738,,0.0001551,0.75845,,0.0001551,0.758362,,0.0001551,0.758319
0.0001553,0.786777,,0.0001553,0.758746,,0.0001553,0.758454,,0.0001553,0.758364,,0.0001553,0.758321
0.0001557,0.786905,,0.0001557,0.758762,,0.0001557,0.758462,,0.0001557,0.75837,,0.0001557,0.758325
0.0001565,0.787156,,0.0001565,0.758793,,0.0001565,0.758478,,0.0001565,0.75838,,0.0001565,0.758333
0.0001575,0.787464,,0.0001575,0.758834,,0.0001575,0.758498,,0.0001575,0.758394,,0.0001575,0.758343
0.0001585,0.787763,,0.0001585,0.758875,,0.0001585,0.758518,,0.0001585,0.758407,,0.0001585,0.758353
0.0001595,0.788056,,0.0001595,0.758916,,0.0001595,0.758539,,0.0001595,0.758421,,0.0001595,0.758364
0.00016,0.788199,,0.00016,0.758938,,0.00016,0.75855,,0.00016,0.758428,,0.00016,0.758369
0.0001601,0.788228,,0.0001601,0.758942,,0.0001601,0.758552,,0.0001601,0.75843,,0.0001601,0.75837
0.0001603,0.788284,,0.0001603,0.75895,,0.0001603,0.758556,,0.0001603,0.758433,,0.0001603,0.758372
0.0001607,0.788397,,0.0001607,0.758968,,0.0001607,0.758565,,0.0001607,0.758438,,0.0001607,0.758377
0.0001615,0.788619,,0.0001615,0.759002,,0.0001615,0.758582,,0.0001615,0.75845,,0.0001615,0.758385
0.0001625,0.788889,,0.0001625,0.759046,,0.0001625,0.758604,,0.0001625,0.758465,,0.0001625,0.758396
0.0001635,0.789153,,0.0001635,0.759091,,0.0001635,0.758627,,0.0001635,0.75848,,0.0001635,0.758408
0.0001645,0.789411,,0.0001645,0.759136,,0.0001645,0.75865,,0.0001645,0.758495,,0.0001645,0.758419
0.000165,0.789537,,0.000165,0.759159,,0.000165,0.758661,,0.000165,0.758503,,0.000165,0.758425
0.0001651,0.789562,,0.0001651,0.759164,,0.0001651,0.758664,,0.0001651,0.758504,,0.0001651,0.758426
0.0001653,0.789611,,0.0001653,0.759173,,0.0001653,0.758668,,0.0001653,0.758507,,0.0001653,0.758428
0.0001657,0.78971,,0.0001657,0.759191,,0.0001657,0.758677,,0.0001657,0.758513,,0.0001657,0.758433
0.0001665,0.789905,,0.0001665,0.759229,,0.0001665,0.758696,,0.0001665,0.758526,,0.0001665,0.758442
0.0001675,0.790142,,0.0001675,0.759276,,0.0001675,0.75872,,0.0001675,0.758542,,0.0001675,0.758454
0.0001685,0.790373,,0.0001685,0.759324,,0.0001685,0.758744,,0.0001685,0.758558,,0.0001685,0.758466
0.0001695,0.790598,,0.0001695,0.759373,,0.0001695,0.758769,,0.0001695,0.758575,,0.0001695,0.758479
0.00017,0.790708,,0.00017,0.759398,,0.00017,0.758781,,0.00017,0.758583,,0.00017,0.758485
0.0001701,0.79073,,0.0001701,0.759403,,0.0001701,0.758784,,0.0001701,0.758585,,0.0001701,0.758486
0.0001703,0.790775,,0.0001703,0.759413,,0.0001703,0.758789,,0.0001703,0.758588,,0.0001703,0.758489
0.0001707,0.790865,,0.0001707,0.759433,,0.0001707,0.758799,,0.0001707,0.758595,,0.0001707,0.758494
0.0001715,0.791052,,0.0001715,0.759473,,0.0001715,0.758819,,0.0001715,0.758608,,0.0001715,0.758504
0.0001725,0.791299,,0.0001725,0.759524,,0.0001725,0.758845,,0.0001725,0.758625,,0.0001725,0.758517
0.0001735,0.791559,,0.0001735,0.759575,,0.0001735,0.758871,,0.0001735,0.758643,,0.0001735,0.75853
0.0001745,0.791833,,0.0001745,0.759627,,0.0001745,0.758898,,0.0001745,0.758661,,0.0001745,0.758543
0.000175,0.791974,,0.000175,0.759654,,0.000175,0.758911,,0.000175,0.75867,,0.000175,0.75855
0.0001751,0.792003,,0.0001751,0.759659,,0.0001751,0.758914,,0.0001751,0.758671,,0.0001751,0.758551
0.0001753,0.792061,,0.0001753,0.75967,,0.0001753,0.758919,,0.0001753,0.758675,,0.0001753,0.758554
0.0001757,0.792178,,0.0001757,0.759691,,0.0001757,0.75893,,0.0001757,0.758682,,0.0001757,0.75856
0.0001765,0.792419,,0.0001765,0.759734,,0.0001765,0.758952,,0.0001765,0.758697,,0.0001765,0.758571
0.0001775,0.792732,,0.0001775,0.759789,,0.0001775,0.758979,,0.0001775,0.758715,,0.0001775,0.758585
0.0001785,0.793058,,0.0001785,0.759845,,0.0001785,0.759007,,0.0001785,0.758734,,0.0001785,0.758599
0.0001795,0.793396,,0.0001795,0.759901,,0.0001795,0.759036,,0.0001795,0.758753,,0.0001795,0.758613
0.00018,0.793569,,0.00018,0.759929,,0.00018,0.75905,,0.00018,0.758763,,0.00018,0.75862
0.0001801,0.793605,,0.0001801,0.759935,,0.0001801,0.759053,,0.0001801,0.758765,,0.0001801,0.758622
0.0001803,0.793675,,0.0001803,0.759946,,0.0001803,0.759059,,0.0001803,0.758769,,0.0001803,0.758625
0.0001807,0.793818,,0.0001807,0.759969,,0.0001807,0.759071,,0.0001807,0.758776,,0.0001807,0.75863
0.0001815,0.794109,,0.0001815,0.760016,,0.0001815,0.759094,,0.0001815,0.758792,,0.0001815,0.758642
0.0001825,0.794484,,0.0001825,0.760075,,0.0001825,0.759124,,0.0001825,0.758812,,0.0001825,0.758657
0.0001835,0.79487,,0.0001835,0.760134,,0.0001835,0.759154,,0.0001835,0.758833,,0.0001835,0.758673
0.0001845,0.795268,,0.0001845,0.760195,,0.0001845,0.759185,,0.0001845,0.758853,,0.0001845,0.758688
0.000185,0.795472,,0.000185,0.760225,,0.000185,0.759201,,0.000185,0.758864,,0.000185,0.758696
0.0001851,0.795513,,0.0001851,0.760232,,0.0001851,0.759204,,0.0001851,0.758866,,0.0001851,0.758698
0.0001853,0.795596,,0.0001853,0.760244,,0.0001853,0.75921,,0.0001853,0.75887,,0.0001853,0.758701
0.0001857,0.795762,,0.0001857,0.760269,,0.0001857,0.759223,,0.0001857,0.758878,,0.0001857,0.758707
0.0001865,0.7961,,0.0001865,0.760319,,0.0001865,0.759248,,0.0001865,0.758895,,0.0001865,0.75872
0.0001875,0.796532,,0.0001875,0.760382,,0.0001875,0.759281,,0.0001875,0.758917,,0.0001875,0.758736
0.0001885,0.796976,,0.0001885,0.760446,,0.0001885,0.759313,,0.0001885,0.758939,,0.0001885,0.758753
0.0001895,0.79743,,0.0001895,0.760512,,0.0001895,0.759347,,0.0001895,0.758961,,0.0001895,0.758769
0.00019,0.797662,,0.00019,0.760545,,0.00019,0.759363,,0.00019,0.758973,,0.00019,0.758778
0.0001901,0.797708,,0.0001901,0.760551,,0.0001901,0.759367,,0.0001901,0.758975,,0.0001901,0.75878
0.0001903,0.797802,,0.0001903,0.760565,,0.0001903,0.759373,,0.0001903,0.758979,,0.0001903,0.758783
0.0001907,0.797989,,0.0001907,0.760591,,0.0001907,0.759387,,0.0001907,0.758989,,0.0001907,0.75879
0.0001915,0.798365,,0.0001915,0.760645,,0.0001915,0.759415,,0.0001915,0.759007,,0.0001915,0.758804
0.0001925,0.79884,,0.0001925,0.760714,,0.0001925,0.759449,,0.0001925,0.75903,,0.0001925,0.758821
0.0001935,0.799319,,0.0001935,0.760783,,0.0001935,0.759485,,0.0001935,0.759054,,0.0001935,0.758839
0.0001945,0.799802,,0.0001945,0.760853,,0.0001945,0.759521,,0.0001945,0.759078,,0.0001945,0.758857
0.000195,0.800045,,0.000195,0.760889,,0.000195,0.759539,,0.000195,0.75909,,0.000195,0.758867
0.0001951,0.800094,,0.0001951,0.760896,,0.0001951,0.759543,,0.0001951,0.759093,,0.0001951,0.758868
0.0001953,0.800192,,0.0001953,0.76091,,0.0001953,0.75955,,0.0001953,0.759098,,0.0001953,0.758872
0.0001957,0.800388,,0.0001957,0.760939,,0.0001957,0.759565,,0.0001957,0.759108,,0.0001957,0.75888
0.0001965,0.800781,,0.0001965,0.760997,,0.0001965,0.759594,,0.0001965,0.759128,,0.0001965,0.758895
0.0001975,0.801277,,0.0001975,0.761071,,0.0001975,0.759632,,0.0001975,0.759153,,0.0001975,0.758914
0.0001985,0.801778,,0.0001985,0.761145,,0.0001985,0.75967,,0.0001985,0.759178,,0.0001985,0.758933
0.0001995,0.802282,,0.0001995,0.761221,,0.0001995,0.759709,,0.0001995,0.759204,,0.0001995,0.758952
0.0002,0.802536,,0.0002,0.761259,,0.0002,0.759728,,0.0002,0.759218,,0.0002,0.758962
0.0002001,0.802586,,0.0002001,0.761267,,0.0002001,0.759732,,0.0002001,0.75922,,0.0002001,0.758964
0.0002003,0.802688,,0.0002003,0.761282,,0.0002003,0.75974,,0.0002003,0.759225,,0.0002003,0.758968
0.0002007,0.802893,,0.0002007,0.761313,,0.0002007,0.759756,,0.0002007,0.759236,,0.0002007,0.758976
0.0002015,0.803303,,0.0002015,0.761375,,0.0002015,0.759788,,0.0002015,0.759258,,0.0002015,0.758992
0.0002025,0.803819,,0.0002025,0.761454,,0.0002025,0.759828,,0.0002025,0.759285,,0.0002025,0.759013
0.0002035,0.804339,,0.0002035,0.761534,,0.0002035,0.759869,,0.0002035,0.759312,,0.0002035,0.759034
0.0002045,0.804864,,0.0002045,0.761616,,0.0002045,0.759911,,0.0002045,0.75934,,0.0002045,0.759055
0.000205,0.805127,,0.000205,0.761657,,0.000205,0.759932,,0.000205,0.759355,,0.000205,0.759065
0.0002051,0.80518,,0.0002051,0.761665,,0.0002051,0.759936,,0.0002051,0.759357,,0.0002051,0.759068
0.0002053,0.805286,,0.0002053,0.761681,,0.0002053,0.759945,,0.0002053,0.759363,,0.0002053,0.759072
0.0002057,0.805498,,0.0002057,0.761715,,0.0002057,0.759962,,0.0002057,0.759375,,0.0002057,0.759081
0.0002065,0.805923,,0.0002065,0.761782,,0.0002065,0.759996,,0.0002065,0.759398,,0.0002065,0.759098
0.0002075,0.806459,,0.0002075,0.761866,,0.0002075,0.76004,,0.0002075,0.759427,,0.0002075,0.75912
0.0002085,0.806998,,0.0002085,0.761952,,0.0002085,0.760084,,0.0002085,0.759457,,0.0002085,0.759142
0.0002095,0.807541,,0.0002095,0.762039,,0.0002095,0.760129,,0.0002095,0.759487,,0.0002095,0.759165
0.00021,0.807814,,0.00021,0.762083,,0.00021,0.760151,,0.00021,0.759502,,0.00021,0.759176
0.0002101,0.807869,,0.0002101,0.762092,,0.0002101,0.760156,,0.0002101,0.759505,,0.0002101,0.759179
0.0002103,0.807979,,0.0002103,0.76211,,0.0002103,0.760165,,0.0002103,0.759511,,0.0002103,0.759183
0.0002107,0.8082,,0.0002107,0.762145,,0.0002107,0.760183,,0.0002107,0.759523,,0.0002107,0.759193
0.0002115,0.808651,,0.0002115,0.762217,,0.0002115,0.76022,,0.0002115,0.759548,,0.0002115,0.759211
0.0002125,0.809229,,0.0002125,0.762308,,0.0002125,0.760267,,0.0002125,0.75958,,0.0002125,0.759235
0.0002135,0.809822,,0.0002135,0.762399,,0.0002135,0.760314,,0.0002135,0.759611,,0.0002135,0.759259
0.0002145,0.81043,,0.0002145,0.762493,,0.0002145,0.760362,,0.0002145,0.759644,,0.0002145,0.759283
0.000215,0.81074,,0.000215,0.76254,,0.000215,0.760386,,0.000215,0.75966,,0.000215,0.759296
0.0002151,0.810802,,0.0002151,0.762549,,0.0002151,0.760391,,0.0002151,0.759663,,0.0002151,0.759298
0.0002153,0.810927,,0.0002153,0.762568,,0.0002153,0.760401,,0.0002153,0.75967,,0.0002153,0.759303
0.0002157,0.811179,,0.0002157,0.762606,,0.0002157,0.76042,,0.0002157,0.759683,,0.0002157,0.759313
0.0002165,0.811691,,0.0002165,0.762683,,0.0002165,0.76046,,0.0002165,0.75971,,0.0002165,0.759333
0.0002175,0.812343,,0.0002175,0.76278,,0.0002175,0.76051,,0.0002175,0.759744,,0.0002175,0.759359
0.0002185,0.81301,,0.0002185,0.762879,,0.0002185,0.760561,,0.0002185,0.759778,,0.0002185,0.759384
0.0002195,0.813691,,0.0002195,0.762978,,0.0002195,0.760613,,0.0002195,0.759812,,0.0002195,0.759411
0.00022,0.814037,,0.00022,0.763029,,0.00022,0.760639,,0.00022,0.75983,,0.00022,0.759424
0.0002201,0.814106,,0.0002201,0.763039,,0.0002201,0.760644,,0.0002201,0.759834,,0.0002201,0.759426
0.0002203,0.814246,,0.0002203,0.763059,,0.0002203,0.760654,,0.0002203,0.759841,,0.0002203,0.759432
0.0002207,0.814527,,0.0002207,0.7631,,0.0002207,0.760675,,0.0002207,0.759855,,0.0002207,0.759442
0.0002215,0.815095,,0.0002215,0.763182,,0.0002215,0.760718,,0.0002215,0.759883,,0.0002215,0.759464
0.0002225,0.815818,,0.0002225,0.763287,,0.0002225,0.760772,,0.0002225,0.75992,,0.0002225,0.759491
0.0002235,0.816555,,0.0002235,0.763392,,0.0002235,0.760826,,0.0002235,0.759957,,0.0002235,0.759519
0.0002245,0.817305,,0.0002245,0.763499,,0.0002245,0.760882,,0.0002245,0.759994,,0.0002245,0.759547
0.000225,0.817685,,0.000225,0.763553,,0.000225,0.76091,,0.000225,0.760013,,0.000225,0.759562
0.0002251,0.817762,,0.0002251,0.763564,,0.0002251,0.760915,,0.0002251,0.760017,,0.0002251,0.759564
0.0002253,0.817915,,0.0002253,0.763586,,0.0002253,0.760927,,0.0002253,0.760024,,0.0002253,0.75957
0.0002257,0.818223,,0.0002257,0.76363,,0.0002257,0.760949,,0.0002257,0.760039,,0.0002257,0.759582
0.0002265,0.818846,,0.0002265,0.763718,,0.0002265,0.760995,,0.0002265,0.76007,,0.0002265,0.759605
0.0002275,0.819635,,0.0002275,0.76383,,0.0002275,0.761053,,0.0002275,0.760109,,0.0002275,0.759634
0.0002285,0.820438,,0.0002285,0.763943,,0.0002285,0.761111,,0.0002285,0.760149,,0.0002285,0.759664
0.0002295,0.821254,,0.0002295,0.764058,,0.0002295,0.761171,,0.0002295,0.760189,,0.0002295,0.759694
0.00023,0.821667,,0.00023,0.764116,,0.00023,0.761201,,0.00023,0.760209,,0.00023,0.75971
0.0002301,0.82175,,0.0002301,0.764128,,0.0002301,0.761207,,0.0002301,0.760213,,0.0002301,0.759713
0.0002303,0.821916,,0.0002303,0.764151,,0.0002303,0.761219,,0.0002303,0.760221,,0.0002303,0.759719
0.0002307,0.822248,,0.0002307,0.764198,,0.0002307,0.761244,,0.0002307,0.760238,,0.0002307,0.759731
0.0002315,0.822915,,0.0002315,0.764293,,0.0002315,0.761293,,0.0002315,0.760271,,0.0002315,0.759756
0.0002325,0.823753,,0.0002325,0.764413,,0.0002325,0.761355,,0.0002325,0.760313,,0.0002325,0.759788
0.0002335,0.824596,,0.0002335,0.764534,,0.0002335,0.761418,,0.0002335,0.760355,,0.0002335,0.75982
0.0002345,0.825443,,0.0002345,0.764657,,0.0002345,0.761482,,0.0002345,0.760399,,0.0002345,0.759853
0.000235,0.825869,,0.000235,0.76472,,0.000235,0.761514,,0.000235,0.76042,,0.000235,0.759869
0.0002351,0.825954,,0.0002351,0.764732,,0.0002351,0.761521,,0.0002351,0.760425,,0.0002351,0.759872
0.0002353,0.826125,,0.0002353,0.764757,,0.0002353,0.761534,,0.0002353,0.760434,,0.0002353,0.759879
0.0002357,0.826467,,0.0002357,0.764807,,0.0002357,0.76156,,0.0002357,0.760451,,0.0002357,0.759892
0.0002365,0.827152,,0.0002365,0.764909,,0.0002365,0.761612,,0.0002365,0.760487,,0.0002365,0.759919
0.0002375,0.828014,,0.0002375,0.765037,,0.0002375,0.761679,,0.0002375,0.760532,,0.0002375,0.759953
0.0002385,0.82888,,0.0002385,0.765167,,0.0002385,0.761747,,0.0002385,0.760577,,0.0002385,0.759988
0.0002395,0.82975,,0.0002395,0.765299,,0.0002395,0.761815,,0.0002395,0.760624,,0.0002395,0.760023
0.00024,0.830187,,0.00024,0.765366,,0.00024,0.76185,,0.00024,0.760647,,0.00024,0.76004
0.0002401,0.830275,,0.0002401,0.765379,,0.0002401,0.761857,,0.0002401,0.760652,,0.0002401,0.760044
0.0002403,0.83045,,0.0002403,0.765406,,0.0002403,0.761871,,0.0002403,0.760661,,0.0002403,0.760051
0.0002407,0.830801,,0.0002407,0.76546,,0.0002407,0.761899,,0.0002407,0.76068,,0.0002407,0.760065
0.0002415,0.831505,,0.0002415,0.765568,,0.0002415,0.761955,,0.0002415,0.760718,,0.0002415,0.760094
0.0002425,0.832389,,0.0002425,0.765705,,0.0002425,0.762026,,0.0002425,0.760766,,0.0002425,0.76013
0.0002435,0.833277,,0.0002435,0.765844,,0.0002435,0.762099,,0.0002435,0.760815,,0.0002435,0.760167
0.0002445,0.83417,,0.0002445,0.765985,,0.0002445,0.762172,,0.0002445,0.760865,,0.0002445,0.760205
0.000245,0.834618,,0.000245,0.766056,,0.000245,0.762209,,0.000245,0.76089,,0.000245,0.760224
0.0002451,0.834708,,0.0002451,0.766071,,0.0002451,0.762217,,0.0002451,0.760895,,0.0002451,0.760227
0.0002453,0.834887,,0.0002453,0.766099,,0.0002453,0.762232,,0.0002453,0.760905,,0.0002453,0.760235
0.0002457,0.835247,,0.0002457,0.766157,,0.0002457,0.762262,,0.0002457,0.760925,,0.0002457,0.76025
0.0002465,0.835969,,0.0002465,0.766273,,0.0002465,0.762322,,0.0002465,0.760966,,0.0002465,0.760281
0.0002475,0.836874,,0.0002475,0.766419,,0.0002475,0.762398,,0.0002475,0.761018,,0.0002475,0.76032
0.0002485,0.837785,,0.0002485,0.766567,,0.0002485,0.762476,,0.0002485,0.76107,,0.0002485,0.76036
0.0002495,0.838699,,0.0002495,0.766718,,0.0002495,0.762554,,0.0002495,0.761123,,0.0002495,0.7604
0.00025,0.839158,,0.00025,0.766793,,0.00025,0.762594,,0.00025,0.76115,,0.00025,0.76042
0.0002501,0.83925,,0.0002501,0.766809,,0.0002501,0.762602,,0.0002501,0.761155,,0.0002501,0.760424
0.0002503,0.839434,,0.0002503,0.766839,,0.0002503,0.762618,,0.0002503,0.761166,,0.0002503,0.760432
0.0002507,0.839803,,0.0002507,0.7669,,0.0002507,0.76265,,0.0002507,0.761188,,0.0002507,0.760448
0.0002515,0.840545,,0.0002515,0.767024,,0.0002515,0.762714,,0.0002515,0.761231,,0.0002515,0.760481
0.0002525,0.841478,,0.0002525,0.76718,,0.0002525,0.762796,,0.0002525,0.761286,,0.0002525,0.760523
0.0002535,0.84242,,0.0002535,0.767338,,0.0002535,0.762878,,0.0002535,0.761342,,0.0002535,0.760565
0.0002545,0.843369,,0.0002545,0.767498,,0.0002545,0.762962,,0.0002545,0.761399,,0.0002545,0.760608
0.000255,0.843846,,0.000255,0.767579,,0.000255,0.763004,,0.000255,0.761427,,0.000255,0.760629
0.0002551,0.843941,,0.0002551,0.767595,,0.0002551,0.763012,,0.0002551,0.761433,,0.0002551,0.760634
0.0002553,0.844133,,0.0002553,0.767628,,0.0002553,0.763029,,0.0002553,0.761445,,0.0002553,0.760642
0.0002557,0.844517,,0.0002557,0.767693,,0.0002557,0.763064,,0.0002557,0.761468,,0.0002557,0.76066
0.0002565,0.845288,,0.0002565,0.767824,,0.0002565,0.763132,,0.0002565,0.761514,,0.0002565,0.760695
0.0002575,0.846259,,0.0002575,0.767991,,0.0002575,0.763219,,0.0002575,0.761573,,0.0002575,0.760739
0.0002585,0.847237,,0.0002585,0.768159,,0.0002585,0.763307,,0.0002585,0.761633,,0.0002585,0.760785
0.0002595,0.848222,,0.0002595,0.768329,,0.0002595,0.763396,,0.0002595,0.761693,,0.0002595,0.76083
0.00026,0.848717,,0.00026,0.768415,,0.00026,0.763441,,0.00026,0.761723,,0.00026,0.760853
0.0002601,0.848816,,0.0002601,0.768432,,0.0002601,0.76345,,0.0002601,0.76173,,0.0002601,0.760858
0.0002603,0.849015,,0.0002603,0.768467,,0.0002603,0.763469,,0.0002603,0.761742,,0.0002603,0.760867
0.0002607,0.849413,,0.0002607,0.768536,,0.0002607,0.763505,,0.0002607,0.761766,,0.0002607,0.760886
0.0002615,0.850213,,0.0002615,0.768676,,0.0002615,0.763578,,0.0002615,0.761816,,0.0002615,0.760923
0.0002625,0.851219,,0.0002625,0.768853,,0.0002625,0.763671,,0.0002625,0.761879,,0.0002625,0.76097
0.0002635,0.852233,,0.0002635,0.769032,,0.0002635,0.763764,,0.0002635,0.761942,,0.0002635,0.761018
0.0002645,0.853253,,0.0002645,0.769213,,0.0002645,0.763859,,0.0002645,0.762006,,0.0002645,0.761067
0.000265,0.853765,,0.000265,0.769304,,0.000265,0.763907,,0.000265,0.762039,,0.000265,0.761092
0.0002651,0.853868,,0.0002651,0.769322,,0.0002651,0.763917,,0.0002651,0.762045,,0.0002651,0.761097
